행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
교향악단 제130회 정기연주회,강릉아트센터 사임당홀,관현악 연주,2022-12-02,2022-12-02,19:30,21:30,유료,강릉시립교향악단,강원특별자치도 강릉시청,033-660-2459,,800,전석5000원,8세 이상 관람 가능,,사진 및 동영상 촬영 금지,https://www.gn.go.kr/artscenter/index.do,https://gn.moonhwain.net:451/rsvp/rsv.html?p_idx=666,Y,강원특별자치도 강릉시 종합운동장길 84(교동),강원특별자치도 강릉시 교동 408,37.77164458,128.8954532,2023-11-09,4201000,강원특별자치도 강릉시
합창단 제109회 정기연주회,강릉아트센터 사임당홀,오페라,2022-12-09,2022-12-10,19:30,21:30,유료,강릉시립합창단,강원특별자치도 강릉시청,033-660-2459,,800,전석5000원,8세 이상 관람 가능,,사진 및 동영상 촬영 금지,https://www.gn.go.kr/artscenter/index.do,https://gn.moonhwain.net:451/rsvp/rsv.html?p_idx=666,Y,강원특별자치도 강릉시 종합운동장길 84(교동),강원특별자치도 강릉시 교동 408,37.77164458,128.8954532,2023-11-09,4201000,강원특별자치도 강릉시
"예술섬 중도 다시, 숲",하중도생태공원,"오랜 세월 춘천 시민들의 휴양지로, 연인과 추억이 깃든 마음의 피난처로 예술로 돌아왔다.",2021-11-05,2021-11-07,13:00,20:00,무료,춘천문화재단,춘천문화재단,033-259-5451,강원도청+강원도 춘천시청+춘천문화재단+협동조합 판+공연예술전문스태프협동조합 올+문화체육관광부,50,,전체관람가,,주류반입 금지+촬영 금지+코로나수칙,https://www.cccf.or.kr/Home/H10000/H10200/concertDetail?conct_no=70,,N,,강원도 춘천시 중도동 650-2,37.87821355,127.6899963,2023-01-20,4180000,강원도 춘천시
춘천시립청소년합창단 제24회 정기연주회 가족사진,춘천문화예술회관,가족사진이라는 주제로 청소년들이 생각하는 가족으로 다양한 감정을 따뜻한 감성으로 전달한다.,2021-11-06,2021-11-06,17:00,18:20,무료,춘천문화재단,춘천시립청소년합창단,033-259-5874,춘천문화재단+강원도 춘천시청+춘천시립청소년합창단,940,,전체관람가,,주류반입 금지+촬영 금지+코로나수칙,http://www.cccf.or.kr,,Y,강원도 춘천시 효자상길5번길 13,강원도 춘천시 효자동 산40-12 춘천문화예술회관,37.87261579,127.7293405,2023-01-20,4180000,강원도 춘천시
해설이 있는 실내악 시리즈 네번째 생상과 피아졸라,축제극장몸짓,"생상 서거 100주년, 피아졸라 탄생 100주년 기념 음악회로 ,춘천챔버뮤직소사이어티의 제5회 정기연주회이다.",2021-11-06,2021-11-06,16:00,17:30,무료,강원문화재단,강원문화재단,,강원문화재단+강원챔버뮤직소사이어티,124,,만 7세 이상,,주류반입 금지+촬영 금지+코로나수칙,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.87309537,127.727858,2023-01-20,4180000,강원도 춘천시
(대관) 영 아티스트 콘서트,축제극장몸짓,영 아티스트들의 무대,2022-10-13,2022-10-13,19:30,20:40,무료,춘천문화재단,춘천문화재단,,,50,,36개월 이상,,,https://www.cccf.or.kr/Home/H10000/H10200/concertDetail?conct_no=2315&search_type=close&page=7,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.873095,127.727817,2023-01-20,4180000,강원도 춘천시
퍼커션 앙상블 케이 정기연주회,춘천문화예술회관,퍼커션앙상블케이 제8회 정기연주회,2020-07-12,2020-07-12,15:30,17:00,무료,퍼커션 앙상블 K,퍼커션 앙상블 K,033-652-7775,춘천문화재단,940,,초등학생 이상,,,http://www.cccf.or.kr,,Y,강원도 춘천시 효자상길5번길 13,강원도 춘천시 효자동 산40-12 춘천문화예술회관,37.87261579,127.7293405,2023-01-20,4180000,강원도 춘천시
춘천시민필하모닉오케스트라 제5회 정기 연주회,춘천문화예술회관,춘천시민필하모닉오케스트라의 제5회 정기연주회이다.,2021-10-31,2021-10-31,19:00,21:00,무료,춘천시민필하모닉오케스트라,춘천시민필하모닉오케스트라,,춘천문화재단,940,,만 5세 이상,,주류반입 금지+촬영 금지+코로나수칙,http://www.cccf.or.kr,,Y,강원도 춘천시 효자상길5번길 13,강원도 춘천시 효자동 산40-12 춘천문화예술회관,37.87261579,127.7293405,2023-01-20,4180000,강원도 춘천시
브런치콘서트II 그림자극으로 만나는 오페라이야기 - 마술피리,춘천문화예술회관,천재 작곡가 모차르트의 생애 마지막 오페라로써 소박한 가곡과 익살스러운 민요 등 대중들에게 큰 사랑을 받는 징슈필 스타일의 오페라 마술피리를 그림자극으로 각색하였다.,2021-10-30,2021-10-30,11:00,12:30,유료,강원도 춘천시청+춘천시립예술단+춘천문화재단,강원도 춘천시청+춘천시립예술단+춘천문화재단,033-259-5878,강원도 춘천시청+춘천시립예술단+춘천문화재단,940,10000원,만 5세 이상,춘천시민 30+학생 및 경로50,주류반입 금지+촬영 금지+코로나수칙,http://www.cccf.or.kr,,Y,강원도 춘천시 효자상길5번길 13,강원도 춘천시 효자동 산40-12 춘천문화예술회관,37.87261579,127.7293405,2023-01-20,4180000,강원도 춘천시
춘천시립청소년교향악단 제23회 정기연주회,춘천문화예술회관,춘천시립청소년교향악단의 제 23회 정기연주회이다.,2021-10-28,2021-10-28,19:30,21:30,무료,춘천시립예술단,강원도 춘천시청+춘천문화재단,033-259-5878,강원도 춘천시청+춘천시립예술단+춘천문화재단,940,,만 7세 이상,,주류반입 금지+촬영 금지+코로나수칙,http://www.cccf.or.kr,,Y,강원도 춘천시 효자상길5번길 13,강원도 춘천시 효자동 산40-12 춘천문화예술회관,37.87261579,127.7293405,2023-01-20,4180000,강원도 춘천시
"볼라레 10월 발레리노 김용걸, 현대발레에 빠지다",축제극장몸짓,볼라레는 극장 위로 날다라는 뜻으로 각 장르 정상의 아티스트들이 축제극장 몸짓에서 펼쳐내는 예술세계를 보여준다.,2021-10-27,2021-10-27,19:30,20:30,유료,축제극장몸짓,축제극장몸짓,033-259-5822,춘천문화재단,124,20000원,초등학생 이상,경로국가유공자 장애인50+재구매 예술인 학생(만24세이하) 30+2인이상관람 20,주류반입 금지+촬영 금지+코로나수칙,http://www.cccf.or.kr,,Y,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.87309537,127.727858,2023-01-20,4180000,강원도 춘천시
9월 문화가 있는 날 이천청소년오케스트라 X 이천시YMCA청소년오케스트라,이천아트홀 대공연장,클래식,2022-10-01,2022-10-01,16:00,17:10,무료,이천문화재단,이천문화재단,031-646-2200,해당없음,1200,,초등학생이상,,해당없음,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2023-11-08,4070000,경기도 이천시
안예은 콘서트,이천아트홀 소공연장,콘서트,2022-10-08,2022-10-08,19:00,20:30,유료,이천문화재단,이천문화재단,031-646-2200,해당없음,451,R석 44000원+S석33000원,초등학생이상,,해당없음,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2023-11-08,4070000,경기도 이천시
부악로 40의 사건 수첩,전관,백스테이지체험,2022-10-17,2022-10-21,10:00,13:30,무료,이천문화재단,이천문화재단,031-646-2200,해당없음,,,초등학생이상,,해당없음,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2023-11-08,4070000,경기도 이천시
부악로 40의 사건 수첩,전관,백스테이지체험,2022-10-17,2022-10-21,12:00,15:30,무료,이천문화재단,이천문화재단,031-646-2200,해당없음,,,초등학생이상,,해당없음,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2023-11-08,4070000,경기도 이천시
방방곡곡 민간우수3 뮤지컬 시데레우스,이천아트홀 소공연장,뮤지컬,2022-10-29,2022-10-29,14:00,15:40,유료,이천문화재단,이천문화재단,031-646-2200,해당없음,451,R석 44000원+S석33000원,초등학생이상,,해당없음,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2023-11-08,4070000,경기도 이천시
방방곡곡 민간우수3 뮤지컬 시데레우스,이천아트홀 소공연장,뮤지컬,2022-10-29,2022-10-29,18:00,19:40,유료,이천문화재단,이천문화재단,031-646-2200,해당없음,451,R석 44000원+S석33000원,초등학생이상,,해당없음,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2023-11-08,4070000,경기도 이천시
레전드 7080 콘서트,이천아트홀 대공연장,콘서트,2022-11-12,2022-11-12,19:00,20:30,유료,이천문화재단,이천문화재단,031-646-2200,해당없음,1200,R석33000원+S석22000원+A석11000원,초등학생이상,,해당없음,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2023-11-08,4070000,경기도 이천시
기획전시-강위원 작가 초대전 「대구를 담다」,"제1,2 전시실",다큐멘터리 사진작가 강위원 작가가 담아온 1960년대부터 2000년대 초반까지의 대구의 모습을 전시,2023-03-06,2023-03-18,10:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00002681&menu_link=/front/culture/culturalEventView.do&eventPart=exhibition&accessType=calendar&eventId=CULTURE_000000004601,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
특별기획 토크콘서트-문화살롱 Cafe Apsan,대덕문화전당 드림홀,토크콘서트 형태의 특별 기획으로 남구의 주요 현안사업을 재조명한 구정 홍보 방송 콘텐츠 제작,2023-03-15,2023-03-15,08:00,13:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,비공개녹화,,,,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획공연-2023 세대공감콘서트 「행복한 세상 콘서트」,드림피아홀,공공일자리 참여자 대상 찾아가는 콘서트 개최,2023-03-16,2023-03-16,14:00,15:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,,,,,Y,대구광역시 남구 이천로 51,대구광역시 남구 봉덕동 565-5,35.84594995,128.5975989,2023-12-07,3440000,대구광역시 남구
기획전시-3인 3색전  「사월愛 향기」,"제1,2 전시실",지역의 회화작가 3인 초대전,2023-04-04,2023-04-16,10:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00002681&menu_link=/front/culture/culturalEventView.do&eventPart=exhibition&accessType=calendar&eventId=CULTURE_000000004668,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획공연_제31회 앞산 자락길  「더 휴 콘서트」,대덕문화전당 드림홀,앞산자락길 걷기 행사와 연계한 힐링 콘서트,2023-04-10,2023-04-10,17:00,18:30,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,,,,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획전시-김일환 화백 초대전 「가가展」,"제1,2 전시실",지역을 대표하는 서양화가 목우 김일환 화백 초대전,2023-05-01,2023-05-13,10:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00002681&menu_link=/front/culture/culturalEventView.do&eventPart=exhibition&accessType=calendar&eventId=CULTURE_000000004467,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
그림이 오감을 만났을때- 감각주의,대덕문화전당 드림홀,대덕문화전당 특별강좌 프로그램,2023-05-12,2023-05-12,19:30,21:00,유료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3122,,499,10000,8세이상,,,,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129333,128.5769704,2023-12-07,3440000,대구광역시 남구
기획전시-경북조각회 초대 「마음을 담다 展」,"제1,2 전시실",시각예술 활성화를 위한 경북조각가 회원 그룹 초대전,2023-05-15,2023-05-26,10:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00002681&menu_link=/front/culture/culturalEventView.do&eventPart=exhibition&accessType=calendar&eventId=CULTURE_000000004730,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획공연_제32회 앞산 자락길  「더 휴 콘서트」,대덕문화전당 드림홀,앞산자락길 걷기 행사와 연계한 힐링 콘서트,2023-06-10,2023-06-10,17:00,18:30,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,,,,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획공연_호국보훈의달 기념콘서트 「아 대한민국」,대덕문화전당 드림홀,호국보훈의달 6월 맞아 국가유공자 및 보훈가족 초청으로 열리는 기념 콘서트,2023-06-17,2023-06-17,15:00,16:30,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,470,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00003111&menu_link=/front/culture/culturalEventView.do&eventPart=concert&accessType=calendar&eventId=CULTURE_000000004692,, ,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획공연_2023 방방곡곡 「할아버지 집에는 귀신이 산다」,대덕문화전당 드림홀,2023 방방곡곡 문화공감사업의 일환으로 열리는 가족 연극,2023-06-23,2023-06-23,15:00,16:00,유료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,375,20000,만5세이상,남구구민 50퍼센트 할인,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00003111&menu_link=/front/culture/culturalEventView.do&eventPart=concert&accessType=calendar&eventId=CULTURE_000000004507,, ,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획공연_2023 방방곡곡 「당신 곁에 파리」,대덕문화전당 드림홀,2023 방방곡곡 문화공감사업의 일환으로 열리는 샹송 콘서트,2023-08-26,2023-08-26,17:00,18:30,유료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,416,10000,취학아동이상,남구구민 50퍼센트 할인,,,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획공연_남구농악단 정기연주회,빨래터 공원,남구 농악단의 제20회 정기연주회,2023-08-26,2023-08-26,17:00,18:30,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3121,,500,,전연령,,,,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획전시_2023남구청년예술제 특별기획_한국청년 사진작가의 현재와 미래,"제1,2 전시실",2023남구청년예술제와 연계로 열리는 특별기획 전시로 3개대학 청년 작가의 그룹전,2023-09-11,2023-09-23,10:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,,,,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
2023남구청년예술제 _ 함께푸르다 「해야청청」,대덕문화전당 드림홀 및 야외공연장,청년 예술문화 부흥을 위해 열리는 청년주도형 예술축제,2023-09-14,2023-09-15,19:30,21:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,만5세이상,,,,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
2023남구청년예술제 _ 함께푸르다 「해야청청」,대덕문화전당 드림홀 및 야외공연장,청년 예술문화 부흥을 위해 열리는 청년주도형 예술축제,2023-09-16,2023-09-16,17:00,18:40,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,만5세이상,,,,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획전시 「대구미협 한국화분과 그룹전」,"제1,2 전시실",한국화만의 화풍을 감상할 수 있는 대구미술협회 한국화 그룹전,2022-10-13,2022-10-23,10:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,1196,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00002681&menu_link=/front/culture/culturalEventView.do&eventPart=exhibition&accessType=calendar&eventId=CULTURE_000000004310,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
2022 방방곡곡 문화공감사업 연극 「후설」,대덕문화전당 드림홀,문화향수권신장을 위한 한문연 사업의 일환으로 순수 정통 연극 개최,2022-10-15,2022-10-15,15:00,16:40,유료,대구광역시남구대덕문화전당,한국문화예술회관연합회,053-664-3118,,300,,8세이상,남구구민 50퍼센트 할인,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00003111&menu_link=/front/culture/culturalEventView.do&eventPart=concert&accessType=calendar&eventId=CULTURE_000000004352,http://www.ticketlink.co.kr/product/40066, ,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
아주특별한 음악교실 「스쿨콜 프로젝트」,성당초등학교,각 학교 맞춤형 공연을 찾아가 선보이는 뮤지컬 갈라콘서트,2022-10-19,2022-10-19,11:00,10:40,무료,대구광역시남구대덕문화전당,대구남부교육지원청,053-664-3118,,300,,전연령,,,,, ,대구광역시 달서구 대명천로 118,대구광역시 달서구 본리동 166-1,35.84055853,128.5472902,2023-12-07,3440000,대구광역시 남구
아주특별한 음악교실 「스쿨콜 프로젝트」,남명초등학교,각 학교 맞춤형 공연을 찾아가 선보이는 뮤지컬 갈라콘서트,2022-10-25,2022-10-25,10:30,11:10,무료,대구광역시남구대덕문화전당,대구남부교육지원청,053-664-3118,,220,,전연령,,,,, ,대구광역시 남구 큰골4길 41,대구광역시 남구 대명동 483,35.83436385,128.5819866,2023-12-07,3440000,대구광역시 남구
기획전시 한국영상동인회 대구지부 「사라짐을 바라보다」,"제1,2 전시실","대구의 명소, 시민의 일상을 기록한 사진전",2022-11-14,2022-11-19,10:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,782,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00002681&menu_link=/front/culture/culturalEventView.do&eventPart=exhibition&accessType=calendar&eventId=CULTURE_000000004393,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
2022 방방곡곡 문화공감사업 「실내악 여행」,대덕문화전당 드림홀,문화향수권신장을 위한 한문연 사업의 일환으로 클래식 공연 개최,2022-11-26,2022-11-26,17:00,18:50,유료,대구광역시남구대덕문화전당,한국문화예술회관연합회,053-664-3118,,242,20000,8세이상,남구구민 50퍼센트 할인,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00003111&menu_link=/front/culture/culturalEventView.do&eventPart=concert&accessType=calendar&eventId=CULTURE_000000004371,http://www.ticketlink.co.kr/product/40712,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
2022 방방곡곡 문화공감사업 「디톡스 콘서트」,대덕문화전당 드림홀,문화향수권신장을 위한 한문연 사업의 일환으로 연말 대규모 콘서트 개최,2022-12-03,2022-12-03,17:00,18:50,유료,대구광역시남구대덕문화전당,한국문화예술회관연합회,053-664-3118,,396,30000,8세이상,남구구민 50퍼센트 할인,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00003111&menu_link=/front/culture/culturalEventView.do&eventPart=concert&accessType=calendar&eventId=CULTURE_000000004020,http://www.ticketlink.co.kr/product/40868,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
아주특별한 음악교실 「스쿨콜 프로젝트」,영선초등학교,각 학교 맞춤형 공연을 찾아가 선보이는 뮤지컬 갈라콘서트,2022-12-06,2022-12-06,11:00,11:40,무료,대구광역시남구대덕문화전당,대구남부교육지원청,053-664-3118,,320,,전연령,,,,, ,대구광역시 남구 영선길 96,대구광역시 남구 이천동 447,35.85290128,128.5960139,2023-12-07,3440000,대구광역시 남구
기획전시 현대미술 중견작가 초대전 「혼재된 편린의 조화」,"제1,2 전시실",현대미술을 대표하는 중견작가 4인 초대전,2022-12-12,2022-12-21,10:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00002681&menu_link=/front/culture/culturalEventView.do&eventPart=exhibition&accessType=calendar&eventId=CULTURE_000000004362,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획전시 아카이브 사진전 「안지랑 사람들」,"제1,2 전시실",남구를 대표하는 안지랑 곱창골목 상인들의 자상화 전,2022-12-23,2022-12-30,10:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00002681&menu_link=/front/culture/culturalEventView.do&eventPart=exhibition&accessType=calendar&eventId=CULTURE_000000004362,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
청춘사운드콘서트,대덕문화전당 드림홀,대구음악창작소 1년정산 기획공연,2022-12-16,2022-12-16,19:30,21:00,유료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3111,,536,,8세이상,,,https://nam.daegu.kr/culturalcenter/index.do,www.ticketlink.co.kr,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
남구민과 함께하는 송년음악회,대덕문화전당 드림홀,대구음악창작소 1년정산 기획공연,2022-12-17,2022-12-17,15:00,17:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3111,,536,,8세이상,,,,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획전시 대구-부산 사진작가 교류전 「사진가의 눈」,제1전시실,대구와 부산에서 활약하고 있는 사진작가들의 교류전,2023-02-06,2023-02-19,10:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00002681&menu_link=/front/culture/culturalEventView.do&eventPart=exhibition&accessType=calendar&eventId=CULTURE_000000004458,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획전시 우기곤 작가 초대전 「삼거리 이발관」,제2전시실,사라져가는 이발관의 모습을 담아온 작품을 전시,2023-02-06,2023-02-19,10:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00002681&menu_link=/front/culture/culturalEventView.do&eventPart=exhibition&accessType=calendar&eventId=CULTURE_000000004459,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
기획전시-228민주운동 기념 사진전,제1전시실,2023 대구시민주간을 맞이해 국가기념일로 지정된 228민주운동의 기록을 사진전으로 전시,2023-02-21,2023-03-03,10:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00002681&menu_link=/front/culture/culturalEventView.do&eventPart=exhibition&accessType=calendar&eventId=CULTURE_000000004594,,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2023-12-07,3440000,대구광역시 남구
매직 프레젠트,연천수레울아트홀 대공연장,마술쇼,2023-04-29,2023-04-29,15:00,16:10,유료,연천군시설관리공단,연천수레울아트홀,031-834-3770,연천수레울아트홀,550,1층10000원+2층5000원,36개월 이상,만 65세 이상 경로자ㆍ군장병 및 의무경찰ㆍ명품회원ㆍ10이상 30인 미만단체 10퍼센트 할인+30인 이상 단체 20퍼센트 할인+명품회원ㆍ문화패스 및 대학생ㆍ예술인패스 소지자 30퍼센트 할인+국가유공자ㆍ장애인 50퍼센트 할인,공연장 내 사진 및 동영상 촬영 금지+음식물 반임 금지+마스크 착용 권고,http://sureul.co.kr/,http://sureul.co.kr/,Y,경기도 연천군 연천읍 문화로 150,경기도 연천군 연천읍 옥산리 320,38.10712455,127.0797463,2023-12-04,4140000,경기도 연천군
웃는날 좋은날 코미디쇼,연천수레울아트홀 대공연장,코미디쇼,2023-04-21,2023-04-21,14:00,16:00,무료,(사)대한민국방송코미디언협회,경기도 연천군,031-839-2062,,550,무료,,,공연장 내 사진 및 동영상 촬영 금지+음식물 반임 금지+마스크 착용 권고,http://sureul.co.kr/,http://sureul.co.kr/,Y,경기도 연천군 연천읍 문화로 151,경기도 연천군 연천읍 옥산리 321,38.10712455,127.0797463,2023-12-04,4140000,경기도 연천군
하동균 린 The Vocalist,연천수레울아트홀 대공연장,콘서트,2023-04-15,2023-04-15,17:00,19:00,유료,연천수레울아트홀,연천수레울아트홀,031-834-3770,연천수레울아트홀,550,1층60000원+2층40000원,만7세 이상,만 65세 이상 경로자ㆍ군장병 및 의무경찰ㆍ명품회원ㆍ10이상 30인 미만단체 10퍼센트 할인+30인 이상 단체 20퍼센트 할인+명품회원ㆍ문화패스 및 대학생ㆍ예술인패스 소지자 30퍼센트 할인+국가유공자ㆍ장애인 50퍼센트 할인,공연장 내 사진 및 동영상 촬영 금지+음식물 반임 금지+마스크 착용 권고,http://sureul.co.kr/,http://sureul.co.kr/,Y,경기도 연천군 연천읍 문화로 150,경기도 연천군 연천읍 옥산리 320,38.10712455,127.0797463,2023-12-04,4140000,경기도 연천군
동서양의 이색적인 어울림 <첼로가야금>,연천수레울아트홀 대공연장,연주회,2023-03-31,2023-03-31,19:00,18:10,유료,연천수레울아트홀,연천수레울아트홀,031-834-3770,연천수레울아트홀,550,1층10000원+2층5000원,48개월 이상,만 65세 이상 경로자ㆍ군장병 및 의무경찰ㆍ명품회원ㆍ10이상 30인 미만단체 10퍼센트 할인+30인 이상 단체 20퍼센트 할인+명품회원ㆍ문화패스 및 대학생ㆍ예술인패스 소지자 30퍼센트 할인+국가유공자ㆍ장애인 50퍼센트 할인,,http://sureul.co.kr/,http://sureul.co.kr/,Y,경기도 연천군 연천읍 문화로 150,경기도 연천군 연천읍 옥산리 320,38.10712455,127.0797463,2023-12-04,4140000,경기도 연천군
